id,FailureModes.Description,Platforms.Name as Platfrom,Components.Name as Component,SubComponents.Name as SubComponent,FailureModes.Functionality
263,Backward compatability.  1  Unable to create recipe without load locks. 2  unable to use exisiting  - original  recipe.,C2C3,Scheduler,Wafer Path,wafer sequence
264,"Different load lock is used while exiting from tool, rather than the one selected in  - entry to the tool  recipe.",C2C3,Scheduler,Wafer Path,wafer sequence
265,"Wafer might move to TC2 which is the support module, which is not in path.",Nexus,Scheduler,Wafer Path,NA
266,scheduler ends up in deadlock when routing wafers with new recipe,Nexus,Scheduler,Wafer Path,wafer sequence
267,Degrade Tput ,C2C3,Scheduler,Wafer Sequence,Wafers moving per Sheduler through out the system
268,Wafers could be loaded into the module with holes in between which could lead to undesired behavior in case of multilayer recipe with index in between,C2C3,Scheduler,Wafer Sequence,Loading of Wafers in Process module
269,Wafers wait in Buffer module waiting for the entire group to arrive but the ILL is loaded with different job wafer,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
270,The pod loader door is opened for all cassettes at the same time to grant the mapping,Nexus,Scheduler,Wafer Sequencer,Functionality text
271,Both wafers enter and are present in the system,Nexus,Scheduler,Wafer Sequencer,Running production wafers along with particle partition wafers
272,Wafers wait in Buffer module waiting for the entire group to arrive but the ILL is loaded with different job wafer,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
273,Wafers from one group enter two different module,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
274,Wafer does not re-group when the grouping is broken,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
275,Wafers in buffer wait for group of 4 wafers in the buffer module but no more incoming wafers,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
276,Few wafers assigned with one process list groups together with wafers assigned with a different process list,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
277,Wafers of one job go into a module which is in the unused module list after forming a group with a different job wafer,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
278,"On CJStop, the wafers of the job does not back out to the cassette",Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
279,The buffer is loaded with wafers for a module while a different module finishes processing first,Nexus,Scheduler,Wafer Sequencer,Preloading of buffer
280,Wafers wait in buffer waiting for the entire group to arrive but next wafers are not taken out from cassette,Nexus,Scheduler,Wafer Sequencer,Grouping of wafers
281,System failure with ATM robot arm extended to ULL due to lack of interlock between ATM robot arm extension and load lock elevator movement. ,C2C3,Devices,ATM Robot,Wafer exchange or wafer transfer between load lock and process chamber
282,The arm selection is changed from dedicated to system /armA/armB during the wafer run,C2C3,Module mainL,Cassette or FOUP management,NA
283,"The arm A which is supposed to do a get from loadlock already has a wafer. The arm B which is supposed to do a get from process module already has a wafer. This can happen when using serial recipe.",C2C3,Module mainL,Cassette or FOUP management,NA
284,Invalid configuration,2300,2300Component1,2300SubComponent1,NA
285,Required dependencies not loaded,2300,2300Component1,2300SubComponent1,NA
286,Subresources failed to startup,2300,2300Component1,2300SubComponent1,NA
287,Alarm or event definition not found,2300,2300Component1,2300SubComponent1,NA
288,Throttle Valve Interface initialization failure,2300,2300Component1,2300SubComponent1,NA
289,Throttle Valve Interface not defined,2300,2300Component1,2300SubComponent1,NA
290,Throttle Valve Interface not assigned,2300,2300Component1,2300SubComponent1,NA
291,Timeout period too small,2300,2300Component1,2300SubComponent1,NA
292,Timeout period Is not defined,2300,2300Component1,2300SubComponent1,NA
293,Command failed,2300,2300Component1,2300SubComponent1,NA
294,Pressure setpoint outside controllable range,2300,2300Component1,2300SubComponent1,NA
295,"FOUP N2 flow can not reach user's setpoint.",Gamma,Front End  Servers,Tm_server1,"N2 Purge FOUP "
296,"System will not send WaferMap to the host.",Gamma,Front End  Servers,Tm_server1,"N2 Purge FOUP "
297,"N2 purge FOUP partition test will not be complete due to missing PARTITON_N2_PURGE_FOUP recipe",Gamma,Front End  Servers,Tm_server1,"N2 Purge FOUP Partition Test"
298,"N2 purge FOUP partition test will not be complete due to INVALID license(not exist)",Gamma,Front End  Servers,Tm_server1,"N2 Purge FOUP Partition Test"
299,"N2 purge FOUP partition test will not be complete because N2 purge is not enabled in host commands",Gamma,Front End  Servers,Tm_server1,"N2 Purge FOUP Partition Test	"
300,Processing purge does not stop,Gamma,Front End  Servers,Tm_server1,N2 Purge FOUP Partition Test
301,"N2 gas do not flow as user's request.",Gamma,Serial Devices ,foup_server,"N2 Purge FOUP	"
302,"No N2 flow. No N2 flow events to the host.",Gamma,Serial Devices ,foup_server,"N2 Purge FOUP	"
303,2300 SW,2300,2300Component1,2300SubComponent1,2300 SW
304,"Product is GAMMA",C2C3,FA,Remote commands,Exclusive Control of Signal Tower
305,Command has <1 parameters,C2C3,FA,Remote commands,Exclusive Control of Signal Tower
306,"The command has invalid Name/ type",C2C3,FA,Remote commands,Exclusive Control of Signal Tower
307,"Command is sent when ECID=0.",C2C3,FA,Remote commands,Exclusive Control of Signal Tower
308,When one of the Lights in the command is not available on the Signal Tower.,C2C3,FA,Remote commands,Exclusive Control of Signal Tower
309,The info about avilable signal tower elements on the tool is not avilable.,C2C3,FA,Remote commands,Exclusive Control of Signal Tower
310,Jobs cannot be created by these users,Nexus,Access Manager,Access Manager,Certain users are not able to run particle partitioning recipes.
311,Error creating the folder because of lack of memory,Nexus,Access Manager,Access Manager,Creating a folder in recipe or program editor
312,Error creating the folder because more than one user is attempting to create same folder from different UI,Nexus,Access Manager,Access Manager,Creating a folder in the program or recipe editor
313,Access policy violation causing failure to delete the folder,Nexus,Access Manager,Access Manager,Deletion of folder on recipe or program editor
314,Simultaneous attempt from multiple UI causing incorrect update and/or failure to delete the folder.,Nexus,Access Manager,Access Manager,Deletion of folder on program or recipe editor
315,Simultaneous attempt from multiple UI causing access policy violation,Nexus,Access Manager,Access Manager,Moving elements across folders
316,Folder permissions not retained after powercycle,Nexus,Access Manager,Access Manager,Folder permissions
317,"Default permission is not recorded, Default permission is not saved. Default permission is wrongly updated.",Nexus,Access Manager,Access Manager,Creating a folder in recipe or program editor
318,Permission change is not reflected on UI. Permission change is not persisted. Permission change is denied due to access violation,Nexus,Access Manager,Access Manager,Folder Permission assignment
319,Explicit default permission is assigned,Nexus,Access Manager,Access Manager,"Create a recipe, recipe block, program or process sequence"
320,Permission change is not reflected on UI.,Nexus,Access Manager,Access Manager,"Access policy applied to an element (recipe, recipe block, process sequence or program)"
321,Access check fails. Folder structure validation fails,Nexus,Access Manager,Access Manager,Recipe editor launch action. 
322,Access check fails. Folder structure validation fails,Nexus,Access Manager,Access Manager,Program editor launch action.
323,Access check fails. Folder structure validation fails,Nexus,Access Manager,Access Manager,Resource manager screen launch action from recipe editor. 
324,Access check fails. Folder structure validation fails,Nexus,Access Manager,Access Manager,Resource manager screen launch action from program editor
325,Module comes online even though the O2 Monitoring meter read is out of range,C2C3,Devices,Meter,Online/Offline
326,Module comes online even though O2 monitoring probe cap life is past the fault limit,C2C3,Devices,Meter,Online/Offline
327,Module doesn't error out and module soft shutdown is not initialted even though fault limit has passed.,C2C3,Devices,Meter,O2 monitoring Probe Cap life Timer
328,User changes the fault and warning limits when module is online,C2C3,Module mainL,Device,Monitor Mode
329,User resets the O2 monitoring cap installed time stamp when module is online,C2C3,Devices,Meter,Monitor Mode
330,Warning alarm is not posted when the cap life is past the warning limit,C2C3,Alarm,Alarm,O2 monitoring Probe Cap life Timer
331,Alarm shows fault limit as 12 months even though 24 months cap life is selected,C2C3,Alarm,Alarm,O2 monitoring Probe Cap life Timer
332,UI screens for O2 monitoring are not loaded when new probe is selected from the configuration editor,C2C3,UI,VG,O2 monitoring Probe Cap life Timer
333,Alarm occurs after 12 months even though 24 months cap life probe was selected,C2C3,Devices,Meter,O2 monitoring Probe Cap life Time
334,Meter and sensor object methods cannot be executed when the new probe is installed.,C2C3,Devices,Meter,O2 monitoring Probe Cap life Timer
335,Software Crashes while monitoring the cap life time.,C2C3,Devices,Meter,O2 monitoring Probe Cap life Timer
336,Wafer routes even if O2 monitoring probe's cap life is past fault limit.,C2C3,Devices,Meter,O2 monitoring Probe Cap life Timer
337,"License for Pjob Key feature not installed",C2C3,FA,E94 - CJOB,PJOB Key feature
338,S14F9 Pjob key syntax incorrect,C2C3,FA,E94 - CJOB,PJOb Key feature
339,ECID for CheckKey is missing,C2C3,FA,E94 - CJOB,PJOb Key feature
340,Alarm - Duplicate Pjob Keuy not added in the system,C2C3,FA,E94 - CJOB,PJOb Key feature
341,"S14F9 timeout, due to long time taken for duplicate key search.",C2C3,FA,E94 - CJOB,PJOb Key feature
342,Data base is corrupted over time.,C2C3,FA,E94 - CJOB,PJOb Key feature
343,"License is removed.Then  installed again.",C2C3,FA,E94 - CJOB,"PJOb Key feature"
344,"System Time is changed on NFA system.",C2C3,FA,E94 - CJOB,"PJOb Key feature"
345,Software is downgraded.,C2C3,FA,E94 - CJOB,pjob Key feature
346,The pod loader door is opened for all cassettes at the same time to grant the mapping,Nexus,Scheduler,Operation Execution,Delayed pod opening when multiple cassettes are loaded
347,"Delayed pod opening is configured for X wafers and when the current cassette has X wafer remaining, two FOUPs in queue are mapped simultaneously",Nexus,Scheduler,Operation Management,Delayed pod opening for jobs in queue
